club,sofifa_id,short_name,age,dob,height_cm,weight_kg
Real Betis,243397,Daniel Rebollo,19,1999-12-10,187,78
Godoy Cruz,243477,T. Badaloni,19,2000-05-02,186,81
Korona Kielce,243720,P. Sokół,19,2000-03-02,193,84
PEC Zwolle,245338,T. van den Belt,18,2001-06-18,174,67
Livingston FC,245404,S. Tiffoney,20,1998-08-06,175,68
Hannover 96,246663,B. Hadžić,20,1999-03-04,184,80
Boca Juniors,246885,N. Capaldo,21,1997-09-14,177,73
Atlético Nacional,247160,J. Rivera,21,1997-09-28,175,68
Górnik Zabrze,247316,I. Baidoo,20,1998-12-01,170,65
Royal Antwerp FC,250775,Li Haoran,19,1999-11-05,180,64
Bayern München II,250941,D. Köhn,20,1999-02-04,180,73
Defensa y Justicia,252175,A. Maiz,18,2000-08-27,172,66
Çaykur Rizespor,252797,M. Çapkan,19,1999-10-08,177,68
Charlton Athletic,227682,G. Lapslie,21,1997-09-01,173,66
Helsingborgs IF,227974,K. Benyu,21,1997-12-12,178,63
Middlesbrough,230807,H. Coulson,21,1998-06-17,172,70
Melbourne City FC,232110,T. Glover,21,1997-12-24,190,85
Virtus Entella,232275,F. Puntoriere,21,1998-04-23,179,70
Virtus Entella,233734,M. Di Paola,21,1997-10-06,180,72
Lincoln City,233793,A. Lewis,21,1998-06-26,183,85
St. Patrick's Athletic,233865,R. Hale,20,1998-09-08,176,70
Randers FC,234369,M. Mølvadgaard,19,1999-08-03,189,82
SV Wehen Wiesbaden,236787,D. Franke,20,1998-10-05,184,76
Nîmes Olympique,237254,K. Denkey,18,2000-11-30,181,81
New York City FC,239226,J. Torres,19,1999-07-26,174,71
Estudiantes de La Plata,241022,J. Díaz,21,1998-05-26,175,70
Ettifaq FC,241963,H. Al Ghamdi,20,1999-04-02,161,59
Royal Excel Mouscron,242358,R. Sadiku,19,2000-01-18,187,82
Morecambe,242800,G. Tanner,19,1999-11-16,181,71
Sporting Kansas City,243305,W. Kuzain,20,1998-09-14,178,73
SG Sonnenhof Großaspach,244066,C. Frommann,21,1998-05-27,185,78
Eintracht Braunschweig,244076,Y. Otto,20,1999-05-27,180,71
FC Augsburg,244490,J. Stanić,20,1999-04-06,188,80
Wolverhampton Wanderers,245336,M. Kilman,22,1997-05-23,195,80
ADO Den Haag,245742,M. Rieder,19,1999-09-29,172,71
Karlsruher SC,245856,M. Batmaz,19,2000-03-17,180,77
Lokomotiv Moscow,246254,A. Mironov,19,2000-01-01,175,70
SV Zulte-Waregem,247542,M. De Smet,19,2000-04-27,183,67
PFC CSKA Moscow,248205,K. Maradishvili,19,2000-02-02,179,70
Silkeborg IF,250851,F. Alves,19,1999-11-08,189,78
FC Würzburger Kickers,251226,Y. Ibrahim,19,2000-02-09,185,74
Le Havre AC,251335,W. Coulibaly,20,1999-05-20,190,83
Chindia Târgovişte,251872,R. Neciu,20,1999-01-10,173,70
1. FSV Mainz 05,252263,N. Kölle,19,1999-11-17,181,77
Godoy Cruz,252785,A. Álvarez,19,2000-01-08,175,65
Kalmar FF,215425,F. Sachpekidis,21,1997-07-03,180,76
Alianza Petrolera,227815,V. Arboleda,22,1997-01-01,170,65
Adelaide United,231914,D. Margush,21,1997-11-28,187,80
Wolverhampton Wanderers,234207,J. Kitolano,19,1999-10-18,174,68
Tromsø IL,235606,J. Karlstrøm,22,1997-01-09,200,90
Chievo Verona,236849,D. Ceter,21,1997-11-02,189,84
Royal Excel Mouscron,240076,S. Spahiu,19,1999-10-30,172,74
Willem II,240171,D. Ryan,19,2000-06-10,184,73
Exeter City,240605,A. Collins,19,1999-08-31,175,63
Club Atlético Colón,241031,F. Garcés,19,1999-09-05,188,82
Monterrey,242823,E. Cantú,20,1999-02-28,171,60
Vélez Sarsfield,243476,M. Borgogno,20,1998-08-21,187,74
Wisła Płock,243758,B. Żynel,21,1998-04-09,187,78
FC St. Pauli,244048,L. Coordes,20,1999-01-02,180,74
Al Wehda,244105,J. Asiri,21,1997-09-24,178,64
FC St. Pauli,244372,J. Bednarczyk,20,1999-01-02,184,70
Club Tijuana,244612,L. Martínez,20,1999-04-03,176,77
SV Wehen Wiesbaden,245176,J. Bartels,20,1999-01-13,188,80
SC Heerenveen,245339,V. Drkušić,19,1999-10-30,185,80
Amiens SC,245863,V. Gendrey,19,2000-06-21,179,75
Rayo Vallecano,246278,Manu Navarro,18,2000-10-09,180,75
Vitesse,246353,R. Musaba,18,2000-12-06,177,68
Los Angeles FC,247637,P. Vassell,20,1999-03-15,180,59
Tigres U.A.N.L.,248476,J. García,21,1998-05-14,175,70
Gaz Metan Mediaş,251846,M. Velisar,20,1998-08-30,178,77
Astra Giurgiu,251913,A. Stahl,20,1999-01-11,180,69
Chievo Verona,252569,M. Cavar,20,1999-06-18,193,79
Frosinone,252781,A. Tribuzzi,20,1998-11-19,183,73
Dynamo Kyiv,252791,V. Kucheruk,20,1999-02-14,190,80
Stevenage,223989,N. Husin,22,1997-03-03,178,65
Reading,224307,T. Watson,22,1997-03-04,179,73
Celtic,227759,C. Miller,21,1998-01-09,175,70
Unión Magdalena,228744,J. Valencia,22,1996-07-27,172,75
Cracovia,229008,A. Wilk,21,1997-11-21,196,87
Lechia Gdańsk,230646,A. Chrzanowski,20,1999-03-31,186,78
Envigado FC,233404,I. Rojas,21,1997-07-24,178,76
Pescara,233425,E. Kastrati,22,1997-02-02,186,74
SpVgg Greuther Fürth,235647,H. Sarpei,20,1998-08-22,178,72
La Berrichonne de Châteauroux,236829,A. Jung,21,1997-10-08,190,84
Willem II,237395,V. van den Bogert,19,1999-08-12,185,78
RKC Waalwijk,237440,H. Delcroix,20,1999-02-28,185,75
VfL Bochum 1848,237601,U. Bapoh,20,1999-06-29,177,82
Independiente Medellín,237850,C. Echavarría,22,1997-06-10,165,64
AS Nancy Lorraine,238737,R. Bidounga,22,1997-04-29,186,86
Al Ahli,240600,A. Al Asmari,22,1997-01-12,185,74
Independiente Medellín,241134,J. Giraldo,21,1998-02-08,192,80
Al Ittihad,242225,J. Issa,22,1997-06-07,185,75
San Jose Earthquakes,242703,J. Marcinkowski,22,1997-05-09,185,83
FK Haugesund,242893,I. Koné,20,1999-06-16,190,83
Atlético Bucaramanga,243004,A. Angulo,23,1996-07-01,193,75
Le Havre AC,243665,C. Tiéhi,21,1998-06-16,179,78
Al Hazem,244883,A. Al Yami,22,1997-06-19,174,65
SV Mattersburg,245234,S. Schimandl,20,1999-03-30,184,76
Columbus Crew SC,246798,J. Williams,21,1998-01-04,193,91
CD Lugo,246921,Antón,21,1998-06-16,185,75
Al Ain FC,247060,Y. Nader,20,1998-09-11,177,72
FC København,247310,R. Mudražija,22,1997-05-05,177,70
Politehnica Iaşi,248087,V. Danale,21,1998-01-28,172,67
TSV Hartberg,250743,P. Obermüller,20,1999-02-17,188,80
FC Ingolstadt 04,251289,T. Keller,19,1999-08-05,187,80
LASK Linz,251547,D. Schnegg,20,1998-09-29,185,73
LASK Linz,252873,A. Andrade,20,1998-10-16,187,78
Crawley Town,213653,T. Dallison,23,1996-02-02,185,84
IFK Norrköping,227837,H. Castegren,23,1996-03-28,183,82
Accrington Stanley,227997,O. Zanzala,22,1996-10-11,185,72
Rodez Aveyron Football,228740,C. Jacob,22,1997-01-07,188,79
Accrington Stanley,228779,B. Barclay,22,1996-10-07,187,78
Fenerbahçe SK,228919,S. Karakoç,22,1997-06-30,170,67
Bournemouth,230876,M. Butcher,22,1997-05-14,188,83
Accrington Stanley,231145,J. Pritchard,22,1996-09-10,174,66
Esbjerg fB,231233,M. Brink,21,1998-03-15,176,73
Unión La Calera,231746,K. Vásquez,22,1997-06-27,170,68
Real Zaragoza,233067,Sergio García,21,1997-07-30,188,80
Rosario Central,234107,E. Ojeda,21,1997-11-05,180,72
FC Würzburger Kickers,234643,L. Bätge,21,1997-07-09,188,88
Swindon Town,235605,T. Reid,21,1997-09-02,186,86
Kalmar FF,236540,S. Adrian,21,1998-03-02,182,75
FC Viitorul,236901,A. Tîrcoveanu,22,1997-05-22,172,69
Kasimpaşa SK,238613,O. Ural,22,1997-02-22,181,80
Doncaster Rovers,239305,Madger Gomes,22,1997-02-01,180,74
Monarcas Morelia,239947,R. Meraz,19,1999-08-04,179,78
Bayern München II,240052,K. Senkbeil,20,1999-05-22,184,76
Wolverhampton Wanderers,240175,Bruno Jordão,20,1998-10-12,180,71
Suwon Samsung Bluewings,240186,Go Myeong Seok,23,1995-09-27,189,80
Beijing Sinobo Guoan FC,240704,Guo Quanbo,21,1997-08-31,185,80
Tranmere Rovers,240768,H. Gilmour,20,1998-12-05,175,62
Le Mans FC,241007,E. Ebosse,20,1999-03-11,185,75
Wisła Kraków,241192,D. Balanyuk,22,1997-01-16,175,67
Willem II,241822,J. Ogenia,20,1999-02-05,180,72
Philadelphia Union,242196,M. Real,19,1999-07-10,180,73
1. FC Magdeburg,243925,M. Behrens,22,1997-04-01,193,89
Extremadura UD,243931,Gori López,20,1998-10-31,177,65
Eintracht Braunschweig,244073,Y. Bangsow,21,1998-02-21,192,84
MSV Duisburg,244082,S. Karweina,20,1999-03-29,172,65
Club América,244835,A. López,22,1997-04-10,172,66
Chamois Niortais Football Club,245092,G. Kilama,20,1999-05-30,180,71
Al Ahli,245499,A. Hindi,22,1997-02-02,184,65
Pordenone,245566,A. Vogliacco,20,1998-09-14,186,78
Cádiz CF,245596,Sergio,22,1997-06-04,180,75
Rionegro Águilas,245781,J. Quiñones,21,1997-08-17,186,74
Extremadura UD,246280,L. Yamaguchi,21,1998-05-28,186,73
Puebla FC,246731,D. Abella,20,1998-10-22,182,75
Monterrey,246821,K. Hernández,18,2001-01-26,173,60
FC St. Gallen,247359,M. Nuhu,22,1997-01-17,195,85
1. FC Magdeburg,250979,A. Kanther,18,2000-10-25,180,75
1. FC Magdeburg,250990,M. Temp,18,2000-07-05,177,70
SV Wehen Wiesbaden,251471,M. Guthörl,20,1999-01-26,180,79
Castellammare di Stabia,251608,L. Borri,21,1997-09-24,189,80
Castellammare di Stabia,251761,A. Mallamo,20,1999-03-22,174,70
FC Botoşani,252833,N. Kolesovs,22,1996-09-25,194,88
Motherwell,215820,L. Donnelly,23,1996-03-07,182,76
Wisła Płock,219701,J. Wrąbel,23,1996-06-08,194,87
Cambridge United,222095,C. Burton,22,1996-08-15,188,80
Derry City,222108,A. Gilchrist,24,1995-03-03,188,74
Strømsgodset IF,222168,L. Salvesen,23,1996-02-19,186,82
Crewe Alexandra,223969,J. Jones,23,1996-02-13,175,68
BSC Young Boys,224426,N. Bürgy,23,1995-08-07,186,79
Crawley Town,226563,R. Grego-Cox,22,1996-11-12,170,65
Guadalajara,226579,A. Zendejas,21,1998-02-07,165,64
Coquimbo Unido,226709,A. Melo,23,1996-01-11,175,70
Jaguares de Córdoba,236861,F. Mosquera,24,1995-03-03,178,74
Servette FC,237181,Y. Severin,22,1997-01-24,186,78
Kashima Antlers,237821,I. Oda,20,1998-07-16,173,68
Sligo Rovers,237926,J. Mahon,19,1999-11-26,186,82
FSV Zwickau,238781,M. Hehne,22,1997-04-24,186,77
FSV Zwickau,239480,S. Härtel,20,1999-03-09,174,73
SD Huesca,239651,Valera,22,1996-08-17,187,80
Sassuolo,240022,G. Zecca,21,1997-07-06,180,76
Napoli,240140,M. Prezioso,23,1996-04-15,178,67
Gimnasia y Esgrima La Plata,240362,A. Bolivar,23,1996-01-09,173,73
Yeni Malatyaspor,240502,O. Özdemir,21,1998-02-05,177,77
FC Carl Zeiss Jena,240533,K. Pagliuca,22,1996-09-02,188,78
Al Fayha,240534,M. Fallatah,23,1996-02-02,184,64
Bohemian FC,241642,J. Finnerty,20,1999-02-01,183,68
Odds BK,242419,B. Njie,21,1998-06-13,184,72
FC Dallas,242904,F. Atuahene,23,1996-06-08,175,77
FC Juárez,243336,J. Gurrola,21,1998-04-15,177,73
SD Ponferradina,243572,M. Villa,22,1997-03-03,183,75
SC Preußen Münster,244452,U. Tezel,22,1997-02-27,181,68
FC Hansa Rostock,244458,A. Sebald,22,1996-07-27,189,87
Heracles Almelo,244691,J. van Benthem,20,1999-01-22,190,77
KSV Cercle Brugge,244887,R. Decostere,21,1998-05-08,180,68
Patronato,245448,J. Galetto,22,1996-09-05,178,70
CD Leganés,245561,Lombo,20,1999-05-24,182,75
Ascoli,245779,D. Quaranta,22,1997-03-23,191,81
Rionegro Águilas,247344,J. Escobar,20,1998-08-24,171,68
FC Cincinnati,247585,R. Dally,22,1997-01-14,183,91
ADO Den Haag,247675,D. Muringen,20,1999-02-01,186,80
CD Lugo,248382,Alex Rey,21,1998-01-29,180,75
FK Austria Wien,248470,J. Handl,21,1998-05-07,196,86
FC Hansa Rostock,250763,E. Engelhardt,21,1998-04-18,179,78
Patronato,251100,M. Komar,21,1998-04-07,182,70
Dijon FCO,251309,B. Soumaré,20,1999-02-11,180,70
Viktoria Köln,251442,M. Depta,21,1997-12-01,188,83
Castellammare di Stabia,251668,D. Lia,21,1997-11-25,175,70
Castellammare di Stabia,251762,S. Elia,20,1999-06-30,183,70
Sepsi OSK,251785,S. Kilyén,21,1998-03-19,175,68
Cruz Azul,252557,J. Jiménez,24,1995-01-07,173,73
SC Paderborn 07,252694,D. Bilogrevic,20,1999-01-02,182,74
Ulsan Hyundai FC,252708,Lee Dong Won,23,1996-03-05,196,92
Çaykur Rizespor,252776,E. Karakaş,21,1998-03-23,183,75
CF Fuenlabrada,252875,Filipe Ferreira,21,1998-02-25,186,73
Zagłębie Lubin,213489,M. Kuchta,23,1996-02-05,188,73
Burton Albion,213678,K. O'Hara,23,1996-04-22,191,78
Preston North End,217994,M. Crowe,23,1995-11-13,193,84
Chievo Verona,218888,Y. Bobb,23,1996-06-22,179,71
Napoli,220565,A. Romano,23,1996-03-23,180,75
Pescara,220816,R. Selasi,22,1996-08-19,180,70
Frosinone,221874,E. Besea,22,1997-04-15,183,75
Derry City,222978,G. Sloggett,22,1996-07-03,188,75
Jagiellonia Białystok,223305,P. Mystkowski,21,1998-04-25,174,62
Al Wehda,225087,F. Al Sagour,23,1996-04-23,177,60
Forest Green Rovers,225509,A. Collins,22,1997-05-27,185,74
Dundalk,227288,J. Flores,23,1995-10-04,180,75
CD Cobresal,229397,M. Vargas,23,1996-06-15,183,81
Scunthorpe United,231046,J. Eastwood,22,1996-10-03,190,70
Pescara,232272,A. Celli,21,1997-07-07,194,79
Forest Green Rovers,232412,E. Adams,23,1996-01-15,178,76
Carlisle United,233289,O. Olomola,21,1997-09-05,180,80
Damac FC,233961,S. Al Najai,22,1997-02-07,176,59
Macclesfield Town,235143,M. Welch-Hayes,22,1996-10-25,180,77
SPAL,235949,Strefezza,22,1997-04-18,168,63
RCD Espanyol,237146,Angel Sánchez,21,1997-07-28,178,70
Cerezo Osaka,237796,T. Onozawa,21,1998-06-02,166,62
CD O'Higgins,238398,L. Fierro,21,1997-12-15,177,76
Piast Gliwice,238494,D. Gojko,21,1998-02-16,176,56
Doncaster Rovers,239358,S. Dieng,24,1994-11-23,187,74
Heracles Almelo,239958,N. Leemhuis,21,1997-09-28,177,66
Henan Jianye FC,240472,Hu Ruibao,22,1996-10-17,185,73
Burnley,240786,A. Koiki,19,1999-08-22,180,70
Chongqing Dangdai Lifan FC SWM Team,241299,Yuan Mincheng,23,1995-08-08,187,78
Perugia,242356,A. Bianchimano,22,1996-12-25,195,80
Al Shabab,242507,N. Al Omran,21,1997-07-13,170,69
Viktoria Köln,243344,D. Lanius,22,1997-03-28,195,85
Gangwon FC,243358,Park Chang Jun,22,1996-12-23,175,65
FSV Zwickau,244095,J. Mäder,22,1996-09-27,178,70
1. FC Kaiserslautern,244454,D. Esmel,21,1998-03-20,181,78
Pachuca,244904,M. Tapias,22,1997-01-09,180,72
Clermont Foot 63,244970,Y. Magnin,22,1997-06-21,183,71
Ascoli,245818,A. Bacci,23,1995-09-25,191,88
IFK Norrköping,247511,K. Álvarez,22,1996-08-03,181,76
Bury,247569,O. Rushfort,22,1996-10-29,169,72
New York Red Bulls,247732,R. Buckmaster,22,1996-07-07,172,66
Universitatea Craiova,248054,L. Popescu,22,1997-01-18,180,68
SV Meppen,250876,F. Egerer,21,1998-02-17,180,76
Central Córdoba,251242,M. Barraza,23,1996-05-15,177,72
Amiens SC,251625,U. Eneme-Ella,18,2001-05-22,184,75
FC Hermannstadt,251779,G. Debeljuh,22,1996-09-28,185,80
Antalyaspor,251800,U. Akyol,21,1997-08-27,180,74
AC Ajaccio,251981,M. Huard,21,1998-05-09,177,71
Cittadella,252319,C. Mora,21,1997-12-31,184,76
Bury,252853,G. Ushler,23,1996-02-29,174,73
Chemnitzer FC,212241,P. Itter,24,1995-04-03,177,80
Port Vale,213690,C. Evans,23,1995-10-11,182,72
CD Cobresal,219819,F. Rojas,25,1994-01-16,188,74
FC St. Gallen,220041,N. Lüchinger,24,1994-10-16,175,69
Stevenage,220188,S. Bastien,24,1995-01-22,196,91
Walsall,220652,J. Hardy,23,1996-05-11,170,63
Southampton,221202,M. Barnes,22,1996-12-01,185,72
Kayserispor,223707,M. Kula,24,1995-01-01,185,78
Stevenage,225365,E. Sonupé,23,1996-03-21,180,70
Gimnasia y Esgrima La Plata,225519,L. Contin,23,1995-12-07,183,78
Deportes Iquique,225674,D. Fernández,21,1998-03-08,175,70
TSV Hartberg,228562,R. Sallinger,23,1995-12-08,196,85
Hobro IK,228799,M. Pedersen,23,1996-01-07,182,80
FC Hansa Rostock,229185,F. Lach,22,1997-03-18,190,80
FC Carl Zeiss Jena,230587,P. Fassnacht,23,1996-01-26,181,79
Raków Częstochowa,231941,D. Szymonowicz,23,1995-07-07,185,77
HJK Helsinki,232105,R. Peiponen,22,1997-04-09,175,72
Stabæk Fotball,235074,S. Kjellevold,24,1994-11-07,185,70
Al Shabab,235656,W. Al Anazi,24,1994-12-19,168,68
Górnik Zabrze,236633,J. Bauza,23,1996-05-03,177,67
SPAL,237128,T. Costantini,23,1996-06-23,183,77
New York Red Bulls,237399,E. Louro,23,1996-01-19,191,104
Daegu FC,238290,Son Suk Yong,20,1998-09-04,179,75
MSV Duisburg,238683,A. Sicker,22,1997-04-17,184,67
FC Nantes,239011,J. Homawoo,21,1997-11-12,191,80
Al Faisaly,239042,H. Al Qahtani,24,1994-12-20,177,67
Göztepe SK,239275,G. Bakırbaş,23,1996-06-01,196,83
KV Kortrijk,239308,T. Ivanof,21,1997-07-17,176,70
IK Sirius,242658,A. Björnström,23,1995-09-10,176,65
Incheon United FC,243626,Kim Jung Ho,24,1995-05-31,187,84
TSV 1860 München,243779,E. Weeger,22,1997-02-02,179,74
Benevento,244170,D. Vokić,23,1996-06-06,190,79
Macclesfield Town,244286,B. Stephens,21,1997-08-09,173,60
Heracles Almelo,245056,K. Bucker,23,1996-06-18,198,86
Curicó Unido,246736,J. Buss,21,1997-07-18,185,70
Independiente Santa Fe,246965,D. Rentería,23,1995-09-24,180,83
Al Ain FC,247066,H. Al Mansoury,23,1996-03-28,178,73
Oita Trinita,248744,Y. Hasegawa,22,1996-12-06,177,73
Racing Santander,250884,Javi Siverio,21,1997-11-14,182,75
SV Waldhof Mannheim,250908,B. dos Santos,21,1998-05-02,177,69
Lech Poznań,250952,K. Muhar,23,1996-01-17,188,83
Universitatea Craiova,251876,R. Hreniuc,22,1997-06-15,188,74
Motherwell,252309,C. Manzinga,24,1995-01-31,184,80
FC Schalke 04,252904,M. Langer,22,1997-02-16,182,81
Salford City,214134,D. Jones,24,1994-12-14,183,79
Salford City,215088,E. Dieseruvwe,24,1995-02-20,196,80
Cheltenham Town,218591,S. Long,24,1995-05-02,178,70
Peterborough United,222007,C. O'Malley,24,1994-08-01,190,83
Central Córdoba,222066,L. Villalba,24,1994-11-29,170,68
SV Waldhof Mannheim,223823,T. Königsmann,22,1997-04-05,186,86
Górnik Zabrze,224303,A. Ryczkowski,22,1997-04-30,178,69
Aalborg BK,224311,F. Børsting,24,1995-02-13,183,74
Strømsgodset IF,225133,M. Maigaard,23,1995-09-20,177,70
Sligo Rovers,225245,R. Coughlan,22,1996-10-02,178,75
St. Patrick's Athletic,227082,D. Markey,22,1997-05-23,170,68
Macclesfield Town,227948,F. Kelleher,23,1996-03-10,190,80
Macclesfield Town,231481,T. Vassell,22,1997-01-02,184,70
Atlético de San Luis,233259,D. Pineda,24,1995-04-08,178,77
Pisa,234977,D. Cardelli,24,1995-03-16,180,80
Port Vale,235329,J. Gibbons,21,1998-03-16,175,60
Granada CF,236995,Rubén Sánchez,24,1994-11-25,186,78
Abha Club,240068,S. Al Nabit,23,1996-03-27,174,68
Urawa Red Diamonds,242058,K. Shibato,23,1995-11-24,180,70
Alanyaspor,243884,H. Ayaroğlu,24,1995-03-22,172,63
Chindia Târgovişte,246558,A. Dudea,22,1997-06-06,179,74
Chicago Fire,247096,J. Gutjahr,21,1997-08-10,178,73
Wuhan Zall,247197,Ming Tian,24,1995-04-08,180,71
Bury,247578,H. Trewbridge,24,1994-09-23,177,74
Damac FC,248339,A. Al Shahrani,24,1994-10-30,173,70
RKC Waalwijk,251557,D. van der Sluys,23,1995-08-29,171,68
Amiens SC,251622,D. Tokpa,18,2001-06-02,181,74
Atlético Bucaramanga,252762,S. Makuka,24,1994-11-26,180,75
Puebla FC,205267,J. Rodríguez,26,1993-05-21,186,80
Exeter City,206500,J. Maxted,25,1993-10-26,183,71
Chicago Fire,212416,A. Moreno,23,1995-09-10,169,65
Port Vale,213156,R. Browne,23,1995-11-16,175,75
Shrewsbury,213686,D. Love,24,1994-12-02,178,72
AFC Eskilstuna,213975,G. Jarl,24,1995-05-28,179,74
Cúcuta Deportivo,214049,D. Restrepo,26,1993-03-10,173,70
Bristol Rovers,218381,S. Matthews,22,1997-03-10,176,71
Al Raed,221264,R. Al Ghamdi,25,1994-05-06,178,69
Real Salt Lake,221386,J. Allen,24,1995-04-25,178,72
Accrington Stanley,221692,C. Bishop,22,1996-11-04,180,72
Beijing Sinobo Guoan FC,222438,Zou Dehai,26,1993-02-27,187,79
Adelaide United,225756,G. Blackwood,22,1997-06-04,189,74
Alianza Petrolera,228665,R. Ariza,21,1998-01-17,170,64
FC Thun,228999,S. Joss,24,1994-07-18,179,68
Nagoya Grampus,232427,R. Aoki,23,1996-03-06,174,68
Club Atlético Huracán,232521,L. Merolla,24,1995-06-27,193,85
Jeonbuk Hyundai Motors,237085,Yoo Seung Min,20,1998-09-24,175,58
Júbilo Iwata,237168,M. Matsumoto,24,1995-01-25,175,69
Yokohama F. Marinos,237436,R. Takano,24,1994-11-13,171,68
FC Seoul,237977,Kim Han Gil,24,1995-06-21,177,69
SV Meppen,238927,J. Gies,24,1995-01-23,187,79
Vissel Kobe,241206,D. Maekawa,24,1994-09-08,191,86
Vegalta Sendai,242012,R. Germain,24,1995-04-19,182,75
Toronto FC,242257,Jon Bakero,22,1996-11-05,191,75
Neuchâtel Xamax,243992,T. Corbaz,25,1994-01-07,177,65
FC St. Gallen,245265,S. Kchouk,25,1994-05-07,182,77
FC Admira Wacker Mödling,245436,S. Paintsil,23,1996-05-20,167,66
Unión La Calera,246840,E. Wiemberg,25,1994-06-20,178,75
AFC Eskilstuna,247032,K. Hodžić,24,1994-08-05,179,71
SV Waldhof Mannheim,250909,J. Marx,24,1995-04-26,171,69
Academica Clinceni,251078,P. Pațurcă,23,1996-03-20,178,77
Astra Giurgiu,251175,G. Ajayi,24,1994-10-06,176,70
TSV Hartberg,252265,L. Ried,23,1995-10-10,178,67
SV Darmstadt 98,252456,C. Klaus,25,1994-01-16,185,66
FC Thun,210776,A. Hirzel,26,1993-03-25,190,89
Macclesfield Town,211143,J. Ironside,25,1993-10-16,183,75
Leyton Orient,213412,J. Alabi,24,1994-11-08,185,80
Tranmere Rovers,214896,P. Mullin,24,1994-11-06,178,71
WSG Tirol,220777,K. Nitzlnader,26,1993-02-03,177,76
SønderjyskE,224515,J. Simonsen,23,1995-11-21,184,76
Jiangsu Suning FC,224693,Ye Chongqiu,26,1992-09-29,178,71
Daegu FC,228461,Ryu Jae Moon,25,1993-11-08,184,72
Sangju Sangmu FC,228526,Hwang ByeongGeun,25,1994-06-14,193,93
Leyton Orient,230126,J. Brophy,24,1994-07-25,180,72
Perth Glory,230980,J. Tratt,24,1994-09-14,190,85
Jiangsu Suning FC,232265,Long Cheng,24,1995-03-22,186,77
Chongqing Dangdai Lifan FC SWM Team,235220,Yeerjieti Yeerzati,26,1993-01-04,178,80
Abha Club,236733,A. Al Najai,24,1995-01-18,170,65
Incheon United FC,237095,Lee Ji Hoon,25,1994-03-24,176,69
Lecce,239573,M. Bleve,23,1995-10-18,184,84
Servette FC,239973,J. Kiassumbua,27,1992-04-06,190,82
Chindia Târgovişte,251042,D. Dumitrașcu,24,1995-04-27,182,73
Cúcuta Deportivo,251508,J. Gómez,25,1994-01-06,186,71
St. Mirren,183533,D. Lyness,27,1991-07-20,191,76
Northampton Town,190179,D. Cornell,28,1991-03-28,188,79
Ranheim Fotball,202364,K. Riksvold,25,1993-10-26,182,73
Derry City,203023,D. Cole,27,1992-01-03,189,80
Coventry City,204825,B. Wilson,26,1992-08-09,186,74
FC Thun,205075,K. Bigler,26,1992-10-05,171,70
Morecambe,207828,C. Stockton,25,1994-03-13,186,75
Deportes Iquique,215862,R. Castro,26,1993-06-11,164,68
Chemnitzer FC,216441,D. Bozic,26,1993-01-22,194,85
Valenciennes FC,225176,C. Quenum,26,1993-06-05,182,80
Gangwon FC,226610,Choi Chi Won,26,1993-06-11,178,73
Damac FC,231486,A. Jafar,25,1993-09-15,166,62
Sagan Tosu,232687,H. Mitsumaru,25,1993-07-06,172,69
Lillestrøm SK,233446,E. Næsbak Brenden,25,1994-01-07,180,72
Finn Harps,237954,J. Smith,27,1992-03-10,193,79
Alianza Petrolera,240399,J. Montaño,26,1993-05-17,170,69
FC Sion,243896,A. Abdellaoui,26,1993-02-16,183,73
Cracovia,247250,B. Čečarić,25,1993-10-10,190,78
Deportes Iquique,248336,C. Gaínza,26,1993-05-09,170,62
Incheon United FC,248485,Jung Hoon Sung,25,1994-02-22,168,66
LKS Lodz,250932,J. Grzesik,24,1994-10-21,178,70
Damac FC,251506,M. Al Najai,25,1994-03-17,173,67
Bohemian FC,209024,A. Barry,26,1992-11-24,181,77
Melbourne Victory,209364,C. Brown,25,1994-01-07,174,69
Tianjin Quanjian FC,221974,Pei Shuai,26,1993-01-14,185,79
New Zealand,222402,J. Gulley,26,1993-01-15,174,70
Al Adalah,225661,N. Al Muwallad,26,1992-07-23,176,74
Damac FC,226181,H. Al Jayzani,26,1993-03-04,173,72
Henan Jianye FC,233846,Wang Fei,26,1993-01-08,175,62
Seongnam FC,237089,Park Won Jae,25,1994-05-17,175,70
Gamba Osaka,242014,Y. Suzuki,25,1993-12-07,182,70
SønderjyskE,247318,N. Mirković,27,1991-07-26,193,83
Kawasaki Frontale,247413,E. Fujishima,27,1992-01-31,186,87
WSG Tirol,251220,S. Neurauter,27,1992-03-21,185,83
MSV Duisburg,251440,L. Scepanik,25,1994-04-11,176,70
India,251743,A. Ginti,25,1993-08-10,170,69
India,251747,A. Khurana,26,1993-04-21,186,81
Al Faisaly,251803,A. Maadi,25,1993-09-15,178,68
Virtus Entella,251949,C. Crialese,26,1992-11-14,179,75
Newport County,190240,S. Bennett,28,1990-11-30,178,81
Atalanta,194894,F. Rossi,28,1991-04-27,193,83
St. Patrick's Athletic,198891,C. Clifford,27,1991-10-01,173,77
Sligo Rovers,200263,D. Cawley,27,1991-09-17,178,76
Bohemian FC,202881,K. Buckley,27,1992-06-17,180,71
Dundalk,203192,D. Jarvis,27,1992-06-01,178,71
Blackpool,205289,A. Yussuf,27,1992-02-20,185,76
Cambridge United,205361,L. O'Neil,25,1993-07-31,180,80
Brisbane Roar,209893,J. Pepper,27,1992-05-08,180,75
